CÓDIGO CNAE;NÍVEL AGREGAÇÃO;DESCRIÇÃO CNAE;CÓDIGO DN COPAM;DESCRIÇÃO DO CÓDIGO;EXIGÊNCIA AMBIENTAL;NÍVEL DE RISCO
3211-6/03;Subclasse;Cunhagem de moedas e medalhas;Não Listada;-;Não se aplica;I
3212-4/00;Subclasse;Fabricação de bijuterias e artefatos semelhantes;Não Listada;-;Não se aplica;I
3220-5/00;Atividade;"Apitos; Fabricação De";Não Listada;-;Não se aplica;I
3220-5/00;Atividade;"Cordas Para Instrumentos Musicais; Fabricação De";Não Listada;-;Não se aplica;I
3220-5/00;Atividade;"Diapasões De Todos Os Tipos; Fabricação De";Não Listada;-;Não se aplica;I
3220-5/00;Atividade;"Gaitas (Harmônicas De Boca); Fabricação De";Não Listada;-;Não se aplica;I
3220-5/00;Atividade;"Instrumentos Musicais De Percussão; Fabricação De";Não Listada;-;Não se aplica;I
3220-5/00;Atividade;"Instrumentos Musicais De Sopro; Fabricação De";Não Listada;-;Não se aplica;I
3220-5/00;Atividade;"Instrumentos Musicais De Teclado; Fabricação De";Não Listada;-;Não se aplica;I
3220-5/00;Atividade;"Instrumentos Musicais Eletrônicos; Fabricação De";Não Listada;-;Não se aplica;I
3220-5/00;Atividade;"Metrônomos; Fabricação De";Não Listada;-;Não se aplica;I
3220-5/00;Atividade;"Peças E Acessórios Para Instrumentos Musicais; Fabricação De";Não Listada;-;Não se aplica;I
3220-5/00;Atividade;"Realejos, Pássaros Cantores, Etc; Fabricação De";Não Listada;-;Não se aplica;I
3220-5/00;Atividade;"Saxofone; Fabricação De";Não Listada;-;Não se aplica;I
3220-5/00;Atividade;"Sintetizadores; Fabricação De";Não Listada;-;Não se aplica;I
3220-5/00;Atividade;"Trompas E Trombones; Fabricação De";Não Listada;-;Não se aplica;I
3220-5/00;Atividade;"Trompete, Corneta; Fabricação De";Não Listada;-;Não se aplica;I
3220-5/00;Atividade;"Órgãos E Harmônicas (Instrumentos Musicais); Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00 ;Atividade;"Aparelhos Para Ginástica; Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00 ;Atividade;"Artefatos Para Esporte, N.E.; Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00 ;Atividade;"Artigos E Equipamentos Para Atletismo; Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00 ;Atividade;"Bicicleta Ergométrica; Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00 ;Atividade;"Bolas De Couro; Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00 ;Atividade;"Bolas De Qualquer Material; Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00 ;Atividade;"Bolas Para Esportes (Exceto Golfe, Tênis De Mesa E Futebol); Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00 ;Atividade;"Bolas Para Futebol; Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00 ;Atividade;"Camas Elásticas; Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00 ;Atividade;"Equipamentos De Ginástica; Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00 ;Atividade;"Equipamentos Para Caca Submarina; Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00 ;Atividade;"Equipamentos Para Musculação; Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00 ;Atividade;"Esquis E Outros Equipamentos Para Esquiar; Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00 ;Atividade;"Esteira Ergométrica; Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00 ;Atividade;"Joelheiras, Tornozeleiras E Caneleiras; Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00 ;Atividade;"Luvas De Boxe; Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00 ;Atividade;"Luvas E Capacetes Para Praticar Esportes; Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00 ;Atividade;"Mascaras, Capacetes E Protetores De Cabeça Para Esporte; Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00 ;Atividade;"Partes E Acessórios De Patins; Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00 ;Atividade;"Patins; Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00 ;Atividade;"Piscinas De Plástico; Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00 ;Atividade;"Pranchas, Com Ou Sem Vela; Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00 ;Atividade;"Puçás Ou Camaroeiros; Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00 ;Atividade;"Raquetes Para Esporte; Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00 ;Atividade;"Redes Para Esportes; Fabricação De";Não Listada;-;Não se aplica;I
3230-2/00 ;Atividade;"Tacos Para Golfe, Pólo, Beisebol E Outros Esportes; Fabricação De";Não Listada;-;Não se aplica;I
3240-0/02;Subclasse;Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação;Não Listada;-;Não se aplica;I
3240-0/03;Subclasse;Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação;Não Listada;-;Não se aplica;I
3240-0/99;Subclasse;Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente;Não Listada;-;Não se aplica;I
3250-7/01;Subclasse;Fabricação de instrumentos não eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório;Não Listada;-;Não se aplica;I
3250-7/02;Subclasse;Fabricação de mobiliário para uso médico, cirúrgico, odontológico e de laboratório;Não Listada;-;Não se aplica;I
3250-7/03;Subclasse;Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda;Não Listada;-;Não se aplica;I
3250-7/04;Subclasse;Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda;Não Listada;-;Não se aplica;I
3250-7/05;Subclasse;Fabricação de materiais para medicina e odontologia;Não Listada;-;Não se aplica;I
3250-7/06;Subclasse;Serviços de prótese dentária;Não Listada;-;Não se aplica;I
3250-7/09;Subclasse;Serviço de laboratório óptico;Não Listada;-;Não se aplica;I
3291-4/00;Subclasse;Fabricação de escovas, pincéis e vassouras;Não Listada;-;Não se aplica;I
3292-2/01;Subclasse;Fabricação de roupas de proteção e segurança e resistentes a fogo;Não Listada;-;Não se aplica;I
3292-2/02;Subclasse;Fabricação de equipamentos e acessórios para segurança pessoal e profissional;Não Listada;-;Não se aplica;I
3299-0/01;Subclasse;Fabricação de guarda-chuvas e similares;Não Listada;-;Não se aplica;I
3299-0/02;Subclasse;Fabricação de canetas, lápis e outros artigos para escritório;Não Listada;-;Não se aplica;I
3299-0/03;Subclasse;Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos;Não Listada;-;Não se aplica;I
3299-0/04;Subclasse;Fabricação de painéis e letreiros luminosos;Não Listada;-;Não se aplica;I
3299-0/05;Subclasse;Fabricação de aviamentos para costura;Não Listada;-;Não se aplica;I
3299-0/99;Subclasse;Fabricação de produtos diversos não especificados anteriormente;Não Listada;-;Não se aplica;I
3311-2/00;Subclasse;Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos;Não Listada;-;Não se aplica;I
3312-1/02;Subclasse;Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle;Não Listada;-;Não se aplica;I
3312-1/03;Subclasse;Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação;Não Listada;-;Não se aplica;I
3312-1/04;Subclasse;Manutenção e reparação de equipamentos e instrumentos ópticos;Não Listada;-;Não se aplica;I
3313-9/01;Subclasse;Manutenção e reparação de geradores, transformadores e motores elétricos;Não Listada;-;Não se aplica;I
3313-9/02;Subclasse;Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos;Não Listada;-;Não se aplica;I
3313-9/99;Subclasse;Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente;Não Listada;-;Não se aplica;I
3314-7/01;Subclasse;Manutenção e reparação de máquinas motrizes não elétricas;Não Listada;-;Não se aplica;I
3314-7/02;Subclasse;Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas;Não Listada;-;Não se aplica;I
3314-7/03;Subclasse;Manutenção e reparação de válvulas industriais;Não Listada;-;Não se aplica;I
3314-7/04;Subclasse;Manutenção e reparação de compressores;Não Listada;-;Não se aplica;I
3314-7/05;Subclasse;Manutenção e reparação de equipamentos de transmissão para fins industriais;Não Listada;-;Não se aplica;I
3314-7/06;Subclasse;Manutenção e reparação de máquinas, aparelhos e equipamentos para instalações térmicas;Não Listada;-;Não se aplica;I
3314-7/07;Subclasse;Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial;Não Listada;-;Não se aplica;I
3314-7/08;Subclasse;Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas;Não Listada;-;Não se aplica;I
3314-7/09;Subclasse;Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não eletrônicos para escritório;Não Listada;-;Não se aplica;I
3314-7/10;Subclasse;Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente;Não Listada;-;Não se aplica;I
3314-7/11;Subclasse;Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária;Não Listada;-;Não se aplica;I
3314-7/12;Subclasse;Manutenção e reparação de tratores agrícolas;Não Listada;-;Não se aplica;I
3314-7/13;Subclasse;Manutenção e reparação de máquinas-ferramenta;Não Listada;-;Não se aplica;I
3314-7/14;Subclasse;Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo;Não Listada;-;Não se aplica;I
3314-7/15;Subclasse;Manutenção e reparação de máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo;Não Listada;-;Não se aplica;I
3314-7/16;Subclasse;Manutenção e reparação de tratores, exceto agrícolas;Não Listada;-;Não se aplica;I
3314-7/17;Subclasse;Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores;Não Listada;-;Não se aplica;I
3314-7/18;Subclasse;Manutenção e reparação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta;Não Listada;-;Não se aplica;I
3314-7/19;Subclasse;Manutenção e reparação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo;Não Listada;-;Não se aplica;I
3314-7/20;Subclasse;Manutenção e reparação de máquinas e equipamentos para a indústria têxtil, do vestuário, do couro e calçados;Não Listada;-;Não se aplica;I
3314-7/21;Subclasse;Manutenção e reparação de máquinas e aparelhos para a indústria de celulose, papel e papelão e artefatos;Não Listada;-;Não se aplica;I
3314-7/22;Subclasse;Manutenção e reparação de máquinas e aparelhos para a indústria do plástico;Não Listada;-;Não se aplica;I
3314-7/99;Subclasse;Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente;Não Listada;-;Não se aplica;I
3315-5/00;Subclasse;Manutenção e reparação de veículos ferroviários;Não Listada;-;Não se aplica;I
3316-3/01;Subclasse;Manutenção e reparação de aeronaves, exceto a manutenção na pista;Não Listada;-;Não se aplica;I
3316-3/02;Subclasse;Manutenção de aeronaves na pista;Não Listada;-;Não se aplica;I
3319-8/00;Subclasse;Manutenção e reparação de equipamentos e produtos não especificados anteriormente;Não Listada;-;Não se aplica;I
3321-0/00;Subclasse;Instalação de máquinas e equipamentos industriais;Não Listada;-;Não se aplica;I
3329-5/01;Subclasse;Serviços de montagem de móveis de qualquer material;Não Listada;-;Não se aplica;I
3329-5/99;Subclasse; Instalação de outros equipamentos não especificados anteriormente;Não Listada;-;Não se aplica;I
3511-5/02;Subclasse;Atividades de coordenação e controle da operação da geração e transmissão de energia elétrica;Não Listada;-;Não se aplica;I
3513-1/00;Subclasse;Comércio atacadista de energia elétrica;Não Listada;-;Não se aplica;I
3530-1/00;Subclasse;Produção e distribuição de vapor, água quente e ar condicionado;Não Listada;-;Não se aplica;I
3600-6/02;Subclasse;Distribuição de água por caminhões;Não Listada;-;Não se aplica;I
3702-9/00;Subclasse;Atividades relacionadas a esgoto, exceto a gestão de redes;Não Listada;-;Não se aplica;I
3811-4/00;Subclasse;Coleta de resíduos não perigosos;Não Listada;-;Não se aplica;I
4110-7/00;Subclasse;Incorporação de empreendimentos imobiliários;Não Listada;-;Não se aplica;I
4221-9/03;Subclasse;Manutenção de redes de distribuição de energia elétrica;Não Listada;-;Não se aplica;I
4221-9/04;Subclasse;Construção de estações e redes de telecomunicações;Não Listada;-;Não se aplica;I
4221-9/05;Subclasse;Manutenção de estações e redes de telecomunicações;Não Listada;-;Não se aplica;I
4292-8/01;Subclasse;Montagem de estruturas metálicas;Não Listada;-;Não se aplica;I
4292-8/02;Subclasse;Obras de montagem industrial;Não Listada;-;Não se aplica;I
4299-5/01;Subclasse;Construção de instalações esportivas e recreativas;Não Listada;-;Não se aplica;I
4311-8/01;Subclasse;Demolição de edifícios e outras estruturas;Não Listada;-;Não se aplica;I
4311-8/02;Subclasse;Preparação de canteiro e limpeza de terreno;Não Listada;-;Não se aplica;I
4312-6/00;Subclasse;Perfurações e sondagens;Não Listada;-;Não se aplica;I
4321-5/00;Subclasse;Instalação e manutenção elétrica;Não Listada;-;Não se aplica;I
4322-3/01;Subclasse;Instalações hidráulicas, sanitárias e de gás;Não Listada;-;Não se aplica;I
4322-3/02;Subclasse;Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração;Não Listada;-;Não se aplica;I
4322-3/03;Subclasse;Instalações de sistema de prevenção contra incêndio;Não Listada;-;Não se aplica;I
4329-1/01;Subclasse;Instalação de painéis publicitários;Não Listada;-;Não se aplica;I
4329-1/02;Subclasse;Instalação de equipamentos para orientação à navegação marítima, fluvial e lacustre;Não Listada;-;Não se aplica;I
4329-1/03;Subclasse;Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes;Não Listada;-;Não se aplica;I
4329-1/04;Subclasse;Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos;Não Listada;-;Não se aplica;I
4329-1/05;Subclasse;Tratamentos térmicos, acústicos ou de vibração;Não Listada;-;Não se aplica;I
4329-1/99;Subclasse;Outras obras de instalações em construções não especificadas anteriormente;Não Listada;-;Não se aplica;I
4330-4/01;Subclasse;Impermeabilização em obras de engenharia civil;Não Listada;-;Não se aplica;I
4330-4/02;Subclasse;Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material;Não Listada;-;Não se aplica;I
4330-4/03;Subclasse;Obras de acabamento em gesso e estuque;Não Listada;-;Não se aplica;I
4330-4/04;Subclasse;Serviços de pintura de edifícios em geral;Não Listada;-;Não se aplica;I
4330-4/05;Subclasse;Aplicação de revestimentos e de resinas em interiores e exteriores;Não Listada;-;Não se aplica;I
4330-4/99;Subclasse;Outras obras de acabamento da construção;Não Listada;-;Não se aplica;I
4391-6/00;Subclasse;Obras de fundações;Não Listada;-;Não se aplica;I
4399-1/01;Subclasse;Administração de obras;Não Listada;-;Não se aplica;I
4399-1/02;Subclasse;Montagem e desmontagem de andaimes e outras estruturas temporárias;Não Listada;-;Não se aplica;I
4399-1/03;Subclasse;Obras de alvenaria;Não Listada;-;Não se aplica;I
4399-1/04;Subclasse;Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras;Não Listada;-;Não se aplica;I
4399-1/99;Subclasse;Serviços especializados para construção não especificados anteriormente;Não Listada;-;Não se aplica;I
4511-1/01;Subclasse;Comércio a varejo de automóveis, camionetas e utilitários novos;Não Listada;-;Não se aplica;I
4511-1/02;Subclasse;Comércio a varejo de automóveis, camionetas e utilitários usados;Não Listada;-;Não se aplica;I
4511-1/03;Subclasse;Comércio por atacado de automóveis, camionetas e utilitários novos e usados;Não Listada;-;Não se aplica;I
4511-1/04;Subclasse;Comércio por atacado de caminhões novos e usados;Não Listada;-;Não se aplica;I
4511-1/05;Subclasse;Comércio por atacado de reboques e semireboques novos e usados;Não Listada;-;Não se aplica;I
4511-1/06;Subclasse;Comércio por atacado de ônibus e micro-ônibus novos e usados;Não Listada;-;Não se aplica;I
4512-9/01;Subclasse;Representantes comerciais e agentes do comércio de veículos automotores;Não Listada;-;Não se aplica;I
4512-9/02;Subclasse;Comércio sob consignação de veículos automotores;Não Listada;-;Não se aplica;I
4520-0/01;Subclasse;Serviços de manutenção e reparação mecânica de veículos automotores;Não Listada;-;Não se aplica;I
4520-0/02;Subclasse;Serviços de lanternagem ou funilaria e pintura de veículos automotores;Não Listada;-;Não se aplica;I
